ID;Aktywny (0 lub 1);Nazwa*;Kategorie (x,y,z...);Cena zawiera podatek. (brutto);ID reguły podatku;W sprzedaży (0 lub 1);Ilość;Podsumowanie;Opis;Etykieta, gdy w magazynie;Pokaż cenę (0 = Nie, 1 = Tak);Adresy URL zdjęcia (x,y,z...);Usuń istniejące zdjęcia (0 = Nie, 1 = Tak);Cecha(Nazwa:Wartość:Pozycja:Indywidualne);Dostępne tylko online (0 = Nie, 1 = Tak);Stan;Konfigurowalny (0 = Nie, 1 = Tak);Można wgrywać pliki (0 = Nie, 1 = Tak);Pola tekstowe (0 = Nie, 1 = Tak);Wirtualny produkt (0 = No, 1 = Yes);Przepisany URL
98;1;Laptop Asus Vivobook 15 D1502 (D1502IA-BQ187W);3;2599;1;0;10;Podsumowanie;Opis;W magazynie;1;https://images.morele.net/i300/12044538_0_i300.jpg;1;złącza audio:1:1,pojemność akumulatora:42 Wh:2,waga [kg]:1.7:3,ilość gniazd pamięci (ogółem/wolne):2/1:4,złącze displayport:Brak:5,dodatkowe urządzenia wskazujące:Brak:6,czytnik linii papilarnych:Tak:7,wysokość [cm]:1.99:8,rodzaj ekranu:Bez ekranu dotykowego:9,kamera:Tak:10,usb 2.0:1:11,częstotliwość pamięci:3200 MHz:12,dysk ssd:Brak:13,podświetlana klawiatura:Tak:14,typ matrycy:IPS:15,złącze hdmi:Pełnowymiarowe:16,liczba rdzeni / wątków:6/12:17,producent:Asus:18,taktowanie procesora (bazowe/turbo):3.0 GHz / 4.0 GHz:19,przekątna ekranu:15.6":20,wifi:802.11ax (gen. 6):21,głębokość [cm]:23.3:22,dysk hdd:Brak:23,zintegrowany układ graficzny:AMD Radeon RX Vega 6:24,usb-c:1:25,karta sieciowa:Nie:26,powłoka matrycy:Matowa:27,usb 3.0:1:28,wersja językowa:polska:29,szyfrowanie tpm:Tak:30,ean:4711081820895:31,dysk ssd m.2:Brak:32,napędy:Brak:33,częstotliwość odświeżania:60 Hz:34,rozpoznawanie twarzy:Nie:35,szerokość [cm]:36:36,typ:Laptop:37,zastosowanie:Multimedialne:38,dysk ssd m.2 pcie:512 GB:39,pamięć karty graficznej:Współdzielona z RAM:40,bluetooth:Tak:41,kod producenta:D1502IA-BQ187W:42,kolor:Granatowy:43,rozdzielczość:1920 x 1080 (Full HD):44,modem internetowy:Nie:45,gniazdo linki zabezpieczającej:Nie:46,pamięć ram (zainstalowana):8 GB:47,typ pamięci ram:DDR4:48,złącze d-sub:Brak:49,thunderbolt:Brak:50,czytnik kart pamięci:Nie:51,czas pracy na baterii:Brak danych:52,rodzina procesora:AMD Ryzen:53,pamięć ram (maksymalna):16 GB:54,typ pamięci:Nie dotyczy:55,system operacyjny:Windows 11 Home:56,klawiatura:Pełnowymiarowa Wyspowa:57,procesor:AMD Ryzen 5 4600H:58,dedykowany układ graficzny:Brak:59;0;new;0;0;0;0;Laptop_Asus_Vivobook_15_D1502_(D1502IA-BQ187W)
99;1;Laptop Asus TUF Gaming F15 FX506LH i5-10300H / 8 GB / 512 GB / W11 / GTX 1650 / 144 Hz (FX506LHB-HN323W);3;3399;1;0;10;Podsumowanie;Opis;W magazynie;1;https://images.morele.net/i300/11046979_0_i300.jpg;1;ean:4711081706229:1,zintegrowany układ graficzny:Intel UHD Graphics 630:2,typ matrycy:IPS:3,złącze hdmi:Pełnowymiarowe:4,klawiatura:Pełnowymiarowa Wyspowa:5,taktowanie procesora (bazowe/turbo):2.5 GHz / 4.5 GHz:6,czas pracy na baterii:Brak danych:7,wysokość [cm]:2.47:8,typ pamięci ram:DDR4:9,typ pamięci:GDDR6:10,przekątna ekranu:15.6":11,powłoka matrycy:Matowa:12,bluetooth:Tak:13,zastosowanie:Gamingowe:14,pamięć karty graficznej:4 GB:15,częstotliwość pamięci:2933 MHz:16,ilość gniazd pamięci (ogółem/wolne):2/1:17,rozdzielczość:1920 x 1080 (Full HD):18,rodzaj ekranu:Bez ekranu dotykowego:19,złącza audio:1:20,pamięć ram (maksymalna):32 GB:21,złącze displayport:Brak:22,usb-c:2:23,kod producenta:90NR03U2-M00AL0:24,typ:Laptop:25,gniazdo linki zabezpieczającej:Tak:26,pamięć ram (zainstalowana):8 GB:27,napędy:Brak:28,karta sieciowa:1 Gb/s:29,kamera:Tak:30,pojemność akumulatora:48 Wh:31,czytnik linii papilarnych:Nie:32,głębokość [cm]:25.6:33,liczba rdzeni / wątków:4/8:34,usb 3.0:2:35,system operacyjny:Windows 11 Home:36,rozpoznawanie twarzy:Nie:37,rodzina procesora:Intel Core i5:38,procesor:Intel Core i5-10300H:39,dysk hdd:Brak:40,częstotliwość odświeżania:144 Hz:41,wifi:802.11ax (gen. 6):42,producent:Asus:43,czytnik kart pamięci:Nie:44,wersja językowa:polska:45,dodatkowe urządzenia wskazujące:Brak:46,waga [kg]:2.3:47,dysk ssd:Brak:48,dysk ssd m.2:Brak:49,szyfrowanie tpm:Tak:50,szerokość [cm]:35.9:51,kolor:Czarny:52,dedykowany układ graficzny:NVIDIA GeForce GTX 1650:53,złącze d-sub:Brak:54,thunderbolt:Brak:55,podświetlana klawiatura:Tak:56,dysk ssd m.2 pcie:512 GB:57,usb 2.0:1:58,modem internetowy:Nie:59;0;new;0;0;0;0;Laptop_Asus_TUF_Gaming_F15_FX506LH_i5-10300H_/_8_GB_/_512_GB_/_W
100;1;Laptop MSI Katana GF76 11UC-468XPL;3;3899;1;0;10;Podsumowanie;Opis;W magazynie;1;https://images.morele.net/i300/5949993_0_i300.jpg;1;taktowanie procesora (bazowe/turbo):2.7 GHz / 4.5 GHz:1,bluetooth:Tak:2,wysokość [cm]:2.5:3,powłoka matrycy:Matowa:4,częstotliwość odświeżania:144 Hz:5,klawiatura:Pełnowymiarowa Wyspowa:6,typ:Laptop:7,pamięć ram (zainstalowana):8 GB:8,dysk ssd m.2:Brak:9,dysk ssd m.2 pcie:512 GB:10,typ pamięci:GDDR6:11,procesor:Intel Core i5-11400H:12,złącze d-sub:Brak:13,rozpoznawanie twarzy:Nie:14,typ pamięci ram:DDR4:15,złącze displayport:Brak:16,kamera:Tak:17,głębokość [cm]:27.3:18,rodzina procesora:Intel Core i5:19,liczba rdzeni / wątków:6/12:20,ilość gniazd pamięci (ogółem/wolne):2/1:21,rodzaj ekranu:Bez ekranu dotykowego:22,usb 2.0:1:23,czas pracy na baterii:7 h:24,szerokość [cm]:39.8:25,kod producenta:11UC-468XPL:26,kolor:Czarny:27,czytnik kart pamięci:Nie:28,zastosowanie:Gamingowe:29,typ matrycy:IPS:30,thunderbolt:Brak:31,usb-c:1:32,pojemność akumulatora:53 Wh:33,system operacyjny:Brak:34,waga [kg]:2.6:35,rozdzielczość:1920 x 1080 (Full HD):36,złącze hdmi:Pełnowymiarowe:37,czytnik linii papilarnych:Nie:38,producent:MSI:39,złącza audio:1:40,podświetlana klawiatura:Tak:41,szyfrowanie tpm:Tak:42,pamięć ram (maksymalna):64 GB:43,częstotliwość pamięci:3200 MHz:44,dysk hdd:Brak:45,zintegrowany układ graficzny:Intel UHD Graphics Xe:46,modem internetowy:Nie:47,napędy:Brak:48,dedykowany układ graficzny:NVIDIA GeForce RTX 3050 Laptop GPU:49,pamięć karty graficznej:4 GB:50,gniazdo linki zabezpieczającej:Nie:51,usb 3.0:2:52,wersja językowa:Brak:53,dodatkowe urządzenia wskazujące:Brak:54,dysk ssd:Brak:55,przekątna ekranu:17.3":56,karta sieciowa:1 Gb/s:57,wifi:802.11ax (gen. 6):58;0;new;0;0;0;0;Laptop_MSI_Katana_GF76_11UC-468XPL
101;1;Laptop MSI GF63 Thin 11UD-213XPL;3;3899;1;0;10;Podsumowanie;Opis;W magazynie;1;https://images.morele.net/i300/5950381_0_i300.jpg;1;typ:Laptop:1,typ pamięci:GDDR6:2,karta sieciowa:1 Gb/s:3,czytnik linii papilarnych:Nie:4,rozdzielczość:1920 x 1080 (Full HD):5,czas pracy na baterii:7 h:6,system operacyjny:Brak:7,rozpoznawanie twarzy:Nie:8,szerokość [cm]:35.9:9,usb 3.0:3:10,kolor:Czarny:11,dysk ssd m.2:Brak:12,rodzaj ekranu:Bez ekranu dotykowego:13,złącza audio:2:14,wysokość [cm]:2.1:15,głębokość [cm]:25.4:16,zastosowanie:Gamingowe:17,częstotliwość pamięci:3200 MHz:18,pamięć karty graficznej:4 GB:19,taktowanie procesora (bazowe/turbo):2.2 GHz / 4.5 GHz:20,dysk ssd m.2 pcie:512 GB:21,złącze d-sub:Brak:22,usb-c:1:23,wifi:802.11ax (gen. 6):24,dodatkowe urządzenia wskazujące:Brak:25,liczba rdzeni / wątków:6/12:26,czytnik kart pamięci:Nie:27,kamera:Tak:28,powłoka matrycy:Matowa:29,złącze hdmi:Pełnowymiarowe:30,pojemność akumulatora:51 Wh:31,wersja językowa:Brak:32,klawiatura:Wyspowa:33,dysk ssd:Brak:34,przekątna ekranu:15.6":35,ean:4719072885489:36,procesor:Intel Core i5-11400H:37,ilość gniazd pamięci (ogółem/wolne):2/1:38,dedykowany układ graficzny:NVIDIA GeForce RTX 3050 Ti Laptop GPU:39,bluetooth:Tak:40,kod producenta:11UD-213XPL:41,typ pamięci ram:DDR4:42,zintegrowany układ graficzny:Intel UHD Graphics Xe:43,typ matrycy:IPS:44,szyfrowanie tpm:Tak:45,rodzina procesora:Intel Core i5:46,pamięć ram (zainstalowana):8 GB:47,dysk hdd:Brak:48,napędy:Brak:49,częstotliwość odświeżania:144 Hz:50,złącze displayport:Brak:51,thunderbolt:Brak:52,producent:MSI:53,modem internetowy:Nie:54,gniazdo linki zabezpieczającej:Tak:55,waga [kg]:1.86:56,podświetlana klawiatura:Tak:57,pamięć ram (maksymalna):64 GB:58,usb 2.0:Brak:59,układ klawiatury:QWERTY polski programisty:60;0;new;0;0;0;0;Laptop_MSI_GF63_Thin_11UD-213XPL
102;1;Laptop Asus Vivobook S 16X Ryzen 7 6800H / 16 GB / 1 TB / W11 / 120 Hz (M5602RA-KV020W);3;5895.99;1;0;10;Podsumowanie;Opis;W magazynie;1;https://images.morele.net/i300/12236044_0_i300.jpg;1;częstotliwość odświeżania:120 Hz:1,usb 2.0:1:2,wysokość [cm]:1.79:3,rozdzielczość:2560 x 1600 (WQXGA):4,typ matrycy:IPS:5,taktowanie procesora (bazowe/turbo):3.2 GHz / 4.7 GHz:6,dysk ssd m.2 pcie:1 TB:7,typ pamięci:Nie dotyczy:8,dodatkowe urządzenia wskazujące:Brak:9,rozpoznawanie twarzy:Nie:10,głębokość [cm]:25.2:11,kolor:Szary:12,złącza audio:1:13,karta sieciowa:Nie:14,podświetlana klawiatura:Tak:15,czytnik linii papilarnych:Tak:16,dysk hdd:Brak:17,dedykowany układ graficzny:Brak:18,typ:Laptop:19,liczba rdzeni / wątków:8/16:20,wifi:802.11ax (gen. 6):21,czas pracy na baterii:Brak danych:22,kod producenta:M5602RA-KV020W:23,rodzina procesora:AMD Ryzen:24,złącze hdmi:Pełnowymiarowe:25,pojemność akumulatora:70 Wh:26,usb 3.0:1:27,system operacyjny:Windows 11 Home:28,producent:Asus:29,pamięć ram (zainstalowana):16 GB:30,typ pamięci ram:DDR5:31,dysk ssd m.2:Brak:32,napędy:Brak:33,wersja językowa:polska:34,waga [kg]:1.9:35,procesor:AMD Ryzen 7 6800H:36,złącze d-sub:Brak:37,thunderbolt:Brak:38,bluetooth:Tak:39,klawiatura:Pełnowymiarowa Wyspowa:40,dysk ssd:Brak:41,zintegrowany układ graficzny:AMD Radeon 680M:42,usb-c:2:43,kamera:Tak:44,gniazdo linki zabezpieczającej:Tak:45,zastosowanie:Multimedialne:46,złącze displayport:Brak:47,szerokość [cm]:35.8:48,pamięć karty graficznej:Współdzielona z RAM:49,powłoka matrycy:Matowa:50,czytnik kart pamięci:Nie:51,modem internetowy:Nie:52,częstotliwość pamięci:4800 MHz:53,ilość gniazd pamięci (ogółem/wolne):0/0:54,szyfrowanie tpm:Tak:55,pamięć ram (maksymalna):16 GB:56,przekątna ekranu:16":57,rodzaj ekranu:Bez ekranu dotykowego:58;0;new;0;0;0;0;Laptop_Asus_Vivobook_S_16X_Ryzen_7_6800H_/_16_GB_/_1_TB_/_W11_/_
103;1;Laptop MSI Katana GF76 12UE-681XPL i7-12650H / 16 GB / 512 GB / RTX 3060 / 144 Hz;3;6799;1;0;10;Podsumowanie;Opis;W magazynie;1;https://images.morele.net/i300/12208387_0_i300.jpg;1;kamera:Tak:1,dedykowany układ graficzny:NVIDIA GeForce RTX 3060 Laptop GPU:2,rodzaj ekranu:Bez ekranu dotykowego:3,złącze displayport:Brak:4,pojemność akumulatora:53.5 Wh:5,pamięć ram (maksymalna):64 GB:6,typ:Laptop:7,pamięć ram (zainstalowana):16 GB:8,dysk hdd:Brak:9,przekątna ekranu:17.3":10,taktowanie procesora (bazowe/turbo):1.7 GHz / 4.7 GHz:11,typ matrycy:IPS:12,częstotliwość odświeżania:144 Hz:13,ean:4711377020886:14,wifi:802.11ax (gen. 6):15,szerokość [cm]:39.8:16,ilość gniazd pamięci (ogółem/wolne):2/0:17,usb 2.0:1:18,wersja językowa:Brak:19,kod producenta:12UE-681XPL:20,pamięć karty graficznej:6 GB:21,rozdzielczość:1920 x 1080 (Full HD):22,szyfrowanie tpm:Tak:23,dysk ssd:Brak:24,zintegrowany układ graficzny:Intel UHD Graphics:25,klawiatura:Pełnowymiarowa Wyspowa:26,gniazdo linki zabezpieczającej:Nie:27,dysk ssd m.2 pcie:512 GB:28,usb 3.0:2:29,czytnik kart pamięci:Nie:30,czas pracy na baterii:Brak danych:31,napędy:Brak:32,powłoka matrycy:Matowa:33,karta sieciowa:1 Gb/s:34,podświetlana klawiatura:Tak:35,system operacyjny:Brak:36,rozpoznawanie twarzy:Nie:37,typ pamięci ram:DDR4:38,częstotliwość pamięci:3200 MHz:39,typ pamięci:GDDR6:40,bluetooth:Tak:41,czytnik linii papilarnych:Nie:42,głębokość [cm]:27.3:43,liczba rdzeni / wątków:10/16:44,złącze hdmi:Pełnowymiarowe:45,złącze d-sub:Brak:46,thunderbolt:Brak:47,wysokość [cm]:2.52:48,waga [kg]:2.6:49,rodzina procesora:Intel Core i7:50,modem internetowy:Nie:51,dodatkowe urządzenia wskazujące:Brak:52,dysk ssd m.2:Brak:53,złącza audio:1:54,usb-c:1:55,producent:MSI:56,zastosowanie:Gamingowe:57,kolor:Czarny:58,procesor:Intel Core i7-12650H:59;0;new;0;0;0;0;Laptop_MSI_Katana_GF76_12UE-681XPL_i7-12650H_/_16_GB_/_512_GB_/_
104;1;Laptop Gigabyte Aero 5 XE4-73EE614SH i7-12700H / 16 GB / 1 TB / W11 / RTX 3070Ti;3;8994.90;1;0;10;Podsumowanie;Opis;W magazynie;1;https://images.morele.net/i300/12269969_0_i300.jpg;1;złącza audio:1:1,rozpoznawanie twarzy:Nie:2,karta sieciowa:2.5 Gb/s:3,wersja językowa:polska:4,podświetlana klawiatura:Tak:5,szyfrowanie tpm:Tak:6,liczba rdzeni / wątków:14/20:7,powłoka matrycy:Błyszcząca:8,gniazdo linki zabezpieczającej:Nie:9,typ matrycy:OLED:10,czas pracy na baterii:Brak danych:11,częstotliwość pamięci:3200 MHz:12,dysk hdd:Brak:13,dysk ssd:Brak:14,usb 2.0:Brak:15,wifi:802.11ax (gen. 6):16,napędy:Brak:17,częstotliwość odświeżania:60 Hz:18,usb 3.0:3:19,modem internetowy:Nie:20,wysokość [cm]:2.74:21,zastosowanie:RTX STUDIO:22,przekątna ekranu:15.6":23,usb-c:Brak:24,bluetooth:Tak:25,rodzina procesora:Intel Core i7:26,procesor:Intel Core i7-12700H:27,dysk ssd m.2:Brak:28,dedykowany układ graficzny:NVIDIA GeForce RTX 3070Ti Laptop GPU:29,czytnik kart pamięci:Tak:30,producent:Gigabyte:31,dysk ssd m.2 pcie:1 TB:32,zintegrowany układ graficzny:Intel Iris Xe:33,klawiatura:Pełnowymiarowa Wyspowa:34,szerokość [cm]:35.7:35,rodzaj ekranu:Bez ekranu dotykowego:36,złącze displayport:Mini:37,pojemność akumulatora:99 Wh:38,ilość gniazd pamięci (ogółem/wolne):2/0:39,typ pamięci:GDDR6:40,taktowanie procesora (bazowe/turbo):1.7 GHz / 4.7 GHz:41,pamięć ram (zainstalowana):16 GB:42,waga [kg]:2.3:43,typ:Laptop:44,typ pamięci ram:DDR4:45,pamięć karty graficznej:8 GB:46,thunderbolt:1:47,system operacyjny:Windows 11 Home:48,głębokość [cm]:25.4:49,kolor:Czarny:50,dodatkowe urządzenia wskazujące:Brak:51,czytnik linii papilarnych:Nie:52,kod producenta:XE4-73EE614SH:53,pamięć ram (maksymalna):64 GB:54,rozdzielczość:3840 x 2160 (4K UHD):55,złącze hdmi:Pełnowymiarowe:56,złącze d-sub:Brak:57,kamera:Tak:58;0;new;0;0;0;0;Laptop_Gigabyte_Aero_5_XE4-73EE614SH_i7-12700H_/_16_GB_/_1_TB_/_
105;1;Laptop Gigabyte Aorus 15 XE5-73EEB34SH i7-12700H / 16 GB / 1 TB / W11 / RTX 3070Ti / 165 Hz;3;9499;1;0;10;Podsumowanie;Opis;W magazynie;1;https://images.morele.net/i300/11485037_1_i300.jpg;1;typ pamięci:GDDR6:1,złącze hdmi:Pełnowymiarowe:2,wifi:802.11ax (gen. 6):3,bluetooth:Tak:4,pojemność akumulatora:99 Wh:5,czas pracy na baterii:Brak danych:6,klawiatura:Pełnowymiarowa Wyspowa:7,liczba rdzeni / wątków:14/20:8,czytnik linii papilarnych:Nie:9,szyfrowanie tpm:Tak:10,kamera:Tak:11,zintegrowany układ graficzny:Intel Iris Xe:12,pamięć karty graficznej:8 GB:13,typ:Laptop:14,napędy:Brak:15,pamięć ram (maksymalna):64 GB:16,karta sieciowa:2.5 Gb/s:17,kolor:Czarny:18,złącze d-sub:Brak:19,thunderbolt:1:20,usb 2.0:Brak:21,system operacyjny:Windows 11 Home:22,dysk hdd:Brak:23,dysk ssd m.2:Brak:24,typ matrycy:IPS:25,rozpoznawanie twarzy:Nie:26,rodzina procesora:Intel Core i7:27,procesor:Intel Core i7-12700H:28,dysk ssd m.2 pcie:1 TB:29,gniazdo linki zabezpieczającej:Nie:30,producent:Gigabyte:31,powłoka matrycy:Matowa:32,częstotliwość odświeżania:165 Hz:33,dysk ssd:Brak:34,rodzaj ekranu:Bez ekranu dotykowego:35,czytnik kart pamięci:Nie:36,dodatkowe urządzenia wskazujące:Brak:37,kod producenta:XE5-73EEB34SH:38,typ pamięci ram:DDR5:39,złącza audio:1:40,modem internetowy:Nie:41,podświetlana klawiatura:Tak:42,zastosowanie:Gamingowe:43,złącze displayport:Brak:44,waga [kg]:2.4:45,pamięć ram (zainstalowana):16 GB:46,częstotliwość pamięci:4800 MHz:47,taktowanie procesora (bazowe/turbo):1.2 GHz / 4.7 GHz:48,dedykowany układ graficzny:NVIDIA GeForce RTX 3070Ti Laptop GPU:49,wersja językowa:polska:50,ean:4719331984915:51,usb-c:1:52,wysokość [cm]:2.7:53,szerokość [cm]:36:54,głębokość [cm]:24.4:55,usb 3.0:1:56,przekątna ekranu:15.6":57,rozdzielczość:2560 x 1440 (WQHD):58,ilość gniazd pamięci (ogółem/wolne):2/0:59;0;new;0;0;0;0;Laptop_Gigabyte_Aorus_15_XE5-73EEB34SH_i7-12700H_/_16_GB_/_1_TB_
106;1;Laptop MSI Vector GP66 12UH-275PL i7-12700H / 16 GB / 1 TB / W11 / RTX 3080 / 165 Hz;3;10199;1;0;10;Podsumowanie;Opis;W magazynie;1;https://images.morele.net/i300/11656686_4_i300.jpg;1;dysk hdd:Brak:1,przekątna ekranu:15.6":2,szyfrowanie tpm:Tak:3,procesor:Intel Core i7-12700H:4,typ pamięci ram:DDR4:5,złącze d-sub:Brak:6,karta sieciowa:2.5 Gb/s:7,bluetooth:Tak:8,dysk ssd m.2:Brak:9,pamięć karty graficznej:8 GB:10,złącza audio:1:11,usb-c:1:12,dodatkowe urządzenia wskazujące:Brak:13,klawiatura:Wyspowa:14,częstotliwość pamięci:3200 MHz:15,ilość gniazd pamięci (ogółem/wolne):2/0:16,kamera:Tak:17,rodzina procesora:Intel Core i7:18,dysk ssd m.2 pcie:1 TB:19,wifi:802.11ax (gen. 6):20,taktowanie procesora (bazowe/turbo):1.7 GHz / 4.7 GHz:21,liczba rdzeni / wątków:14/20:22,częstotliwość odświeżania:165 Hz:23,czytnik kart pamięci:Nie:24,rozdzielczość:2560 x 1440 (WQHD):25,typ matrycy:IPS:26,typ:Laptop:27,napędy:Brak:28,zastosowanie:Gamingowe:29,pamięć ram (maksymalna):64 GB:30,ean:4719072921767:31,thunderbolt:Brak:32,podświetlana klawiatura:Tak:33,czytnik linii papilarnych:Nie:34,głębokość [cm]:26.7:35,kolor:Czarny:36,dedykowany układ graficzny:NVIDIA GeForce RTX 3080 Laptop GPU:37,typ pamięci:GDDR6:38,usb 3.0:3:39,pojemność akumulatora:65 Wh:40,wysokość [cm]:2.34:41,producent:MSI:42,dysk ssd:Brak:43,złącze hdmi:Pełnowymiarowe:44,modem internetowy:Nie:45,gniazdo linki zabezpieczającej:Nie:46,szerokość [cm]:35.8:47,zintegrowany układ graficzny:Intel Iris Xe:48,powłoka matrycy:Matowa:49,rozpoznawanie twarzy:Nie:50,waga [kg]:2.38:51,pamięć ram (zainstalowana):16 GB:52,czas pracy na baterii:Brak danych:53,wersja językowa:polska:54,złącze displayport:Mini:55,usb 2.0:Brak:56,system operacyjny:Windows 11 Home:57,kod producenta:12UH-275PL:58,rodzaj ekranu:Bez ekranu dotykowego:59;0;new;0;0;0;0;Laptop_MSI_Vector_GP66_12UH-275PL_i7-12700H_/_16_GB_/_1_TB_/_W11
107;1;Laptop Apple MacBook Air 13 M1 (MGN93ZE/A);3;5240.99;1;0;10;Podsumowanie;Opis;W magazynie;1;https://images.morele.net/i300/5945384_3_i300.jpg;1;rodzina procesora:Apple:1,pamięć karty graficznej:Współdzielona z RAM:2,złącza audio:1:3,ean:0194252057605:4,typ pamięci ram:DDR4L:5,usb 2.0:Brak:6,wifi:802.11ax (gen. 6):7,wersja językowa:polska:8,częstotliwość pamięci:4266 MHz:9,ilość gniazd pamięci (ogółem/wolne):0/0:10,podświetlana klawiatura:Tak:11,gniazdo linki zabezpieczającej:Nie:12,klawiatura:Wyspowa:13,napędy:Brak:14,typ pamięci:Nie dotyczy:15,przekątna ekranu:13.3":16,złącze displayport:Brak:17,thunderbolt:2:18,zastosowanie:Multimedialne:19,dysk ssd:Brak:20,dysk ssd m.2:Brak:21,rozdzielczość:2560 x 1600 (WQXGA):22,waga [kg]:1.29:23,usb-c:Brak:24,szyfrowanie tpm:Tak:25,czytnik linii papilarnych:Tak:26,głębokość [cm]:21.2:27,zintegrowany układ graficzny:Apple M1:28,częstotliwość odświeżania:60 Hz:29,bluetooth:Tak:30,system operacyjny:macOS:31,układ klawiatury:QWERTY polski programisty:32,kolor:Srebrny:33,rodzaj ekranu:Bez ekranu dotykowego:34,usb 3.0:Brak:35,kod producenta:MGN93ZE/A:36,taktowanie procesora (bazowe/turbo):3.2 GHz:37,liczba rdzeni / wątków:8/8:38,dedykowany układ graficzny:Brak:39,złącze hdmi:Brak:40,producent:Apple:41,procesor:Apple M1:42,dysk hdd:Brak:43,dysk ssd m.2 pcie:256 GB:44,pamięć ram (zainstalowana):8 GB:45,modem internetowy:Nie:46,czas pracy na baterii:18 h:47,pamięć ram (maksymalna):8 GB:48,karta sieciowa:Nie:49,dodatkowe urządzenia wskazujące:Brak:50,kamera:Tak:51,szerokość [cm]:30.4:52,typ:Laptop:53,powłoka matrycy:Błyszcząca:54,czytnik kart pamięci:Nie:55,pojemność akumulatora:50 Wh:56,wysokość [cm]:1.61:57,typ matrycy:IPS:58,złącze d-sub:Brak:59,rozpoznawanie twarzy:Nie:60;0;new;0;0;0;0;Laptop_Apple_MacBook_Air_13_M1_(MGN93ZE/A)
108;1;Laptop MSI Katana GF76 11UE-245XPL;3;5563;1;0;10;Podsumowanie;Opis;W magazynie;1;https://images.morele.net/i300/5949991_0_i300.jpg;1;napędy:Brak:1,usb-c:1:2,usb 2.0:1:3,wersja językowa:Brak:4,gniazdo linki zabezpieczającej:Nie:5,waga [kg]:2.6:6,procesor:Intel Core i7-11800H:7,dedykowany układ graficzny:NVIDIA GeForce RTX 3060 Laptop GPU:8,rozdzielczość:1920 x 1080 (Full HD):9,złącze displayport:Brak:10,system operacyjny:Brak:11,podświetlana klawiatura:Tak:12,kolor:Czarny:13,złącze hdmi:Pełnowymiarowe:14,dodatkowe urządzenia wskazujące:Brak:15,czytnik linii papilarnych:Nie:16,zastosowanie:Gamingowe:17,liczba rdzeni / wątków:8/16:18,pamięć ram (zainstalowana):16 GB:19,rodzaj ekranu:Bez ekranu dotykowego:20,karta sieciowa:1 Gb/s:21,szyfrowanie tpm:Tak:22,rodzina procesora:Intel Core i7:23,zintegrowany układ graficzny:Intel UHD Graphics Xe:24,ilość gniazd pamięci (ogółem/wolne):2/0:25,układ klawiatury:QWERTY polski programisty:26,złącza audio:1:27,pamięć ram (maksymalna):64 GB:28,złącze d-sub:Brak:29,pojemność akumulatora:53 Wh:30,rozpoznawanie twarzy:Nie:31,częstotliwość pamięci:3200 MHz:32,dysk ssd:Brak:33,powłoka matrycy:Matowa:34,typ matrycy:IPS:35,thunderbolt:Brak:36,usb 3.0:2:37,ean:4719072875138:38,dysk hdd:Brak:39,typ pamięci:GDDR6:40,modem internetowy:Nie:41,typ:Laptop:42,taktowanie procesora (bazowe/turbo):2.3 GHz / 4.6 GHz:43,czas pracy na baterii:7 h:44,klawiatura:Pełnowymiarowa Wyspowa:45,kod producenta:11UE-245XPL:46,przekątna ekranu:17.3":47,częstotliwość odświeżania:144 Hz:48,wifi:802.11ax (gen. 6):49,bluetooth:Tak:50,kamera:Tak:51,wysokość [cm]:2.5:52,typ pamięci ram:DDR4:53,dysk ssd m.2:Brak:54,dysk ssd m.2 pcie:512 GB:55,pamięć karty graficznej:6 GB:56,producent:MSI:57,szerokość [cm]:39.8:58,głębokość [cm]:27.3:59,czytnik kart pamięci:Nie:60;0;new;0;0;0;0;Laptop_MSI_Katana_GF76_11UE-245XPL
